"Numéro","Nom","Rang","Bac","","Bulletins","L. Motiv.","Libre","Limite","Ent. FA","Remarque","","EVALN"
"367800","#REF!","533/1724","ES Mathématiques  "," ","1.5","0.5","0","","","","",""
"393204","#REF!","1160/1724","ES Mathématiques  "," ","-1","0","0","","","","",""
"400198","#REF!","1105/1724","ES Mathématiques  "," ","-0.5","0","0","","","","",""
"410648","#REF!","553/1724","ES Mathématiques  "," ","1","1","0","","","","",""
"411999","#REF!","981/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"437126","#REF!","1230/1724","ES Mathématiques  "," ","-1","0","0","","","","",""
"450633","#REF!","1159/1724","ES Mathématiques  "," ","-1","0","0","","","","",""
"450751","#REF!","1081/1724","ES Mathématiques  "," ","0","0","0","","","","",""
"508541","#REF!","1116/1724","ES Mathématiques  "," ","0.5","0","0","","","","",""
"513375","#REF!","962/1724","ES Mathématiques  "," ","1","0","0","","","","",""
"524508","#REF!","1102/1724","ES Mathématiques  "," ","0.5","0","0","","","","",""
"524535","#REF!","1177/1724","ES Mathématiques  "," ","-0.5","0.5","0","","","","",""
"576371","#REF!","1149/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"594239","#REF!","871/1724","ES Mathématiques  "," ","0.5","0","0","","","","",""
"609963","#REF!","1155/1724","ES Mathématiques  "," ","-1","-0.5","0","","","","",""
"620214","#REF!","1116/1724","ES Mathématiques  "," ","0.5","1","0","","","","",""
"624196","#REF!","619/1724","ES Mathématiques  "," ","1","0.5","0.5","","","","",""
"643743","#REF!","1096/1724","ES Mathématiques  "," ","0.5","0.5","0","","","","",""
"688713","#REF!","1139/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"696125","#REF!","427/1724","ES Mathématiques  "," ","1","0","0.5","","","","",""
"813540","#REF!","1133/1724","ES Mathématiques  "," ","0","0.5","0","","","","",""
"819613","#REF!","578/1724","ES Mathématiques  "," ","1","0.5","0.5","","","","",""
"366973","#REF!","1235/1724","ES Sciences sociales et politiques  "," ","-0.5","0.5","0","","","","",""
"376997","#REF!","1216/1724","P Electrotechnique, énergie, équipements communicants  "," ","1","0","0","","","","",""
"178839","#REF!","1218/1724","P Systèmes électroniques numériques  "," ","1","1","0","","","","",""
"222459","#REF!","1223/1724","STMG Gestion et Finance  "," ","1","0","0","","","","",""
"383607","#REF!","1250/1724","STMG Gestion et Finance  "," ","1","0","0","","","","",""
"503049","#REF!","1199/1724","STMG Ressources Humaines et Communication  "," ","2","-0.5","-0.5","","","","",""
"788062","#REF!","1258/1724","STMG Systèmes d'information et de gestion  "," ","1","1","0","","","","",""
"170681","#REF!","476/1724","S Mathématiques","","1","1","0","","","","",""
"170712","#REF!","438/1724","S Mathématiques","","0","0","0","","","","",""
"173421","#REF!","476/1724","S Mathématiques","","-1","0.5","0","","","","",""
"174339","#REF!","808/1724","S Mathématiques","","-2","0","0","","","","",""
"176383","#REF!","511/1724","S Mathématiques","","-1","0","0","","","","",""
"181588","#REF!","622/1724","S Mathématiques","","0","-0.5","-0.5","","","","",""
"181656","#REF!","521/1724","S Mathématiques","","-0.5","0","0","","","","",""
"214569","#REF!","895/1724","S Mathématiques","","0","0","0","","","","",""
"222682","#REF!","461/1724","S Mathématiques","","0.5","0","0","","","","",""
"223124","#REF!","814/1724","S Mathématiques","","0","0.5","0","","","","",""
"223196","#REF!","643/1724","S Mathématiques","","-0.5","0","0","","","","",""
"262481","#REF!","551/1724","S Mathématiques","","-1","0","0","","","","",""
"267535","#REF!","517/1724","S Mathématiques","","0","-0.5","0","","","","",""
"268342","#REF!","604/1724","S Mathématiques","","-0.5","0","0","","","","",""
"268490","#REF!","511/1724","S Mathématiques","","-0.5","0.5","0","","","","",""
"283230","#REF!","698/1724","S Mathématiques","","0","0.5","0","","","","",""
"284997","#REF!","562/1724","S Mathématiques","","0.5","0.5","0","","","","",""
"285073","#REF!","1253/1724","S Mathématiques","","-1","-0.5","0","","","","",""
"285138","#REF!","628/1724","S Mathématiques","","0","0","0","","","","",""
"285232","#REF!","617/1724","S Mathématiques","","-0.5","0","0","","","","",""
"338919","#REF!","471/1724","S Mathématiques","","-1","0","0","","","","",""
"340721","#REF!","718/1724","S Mathématiques","","0.5","0.5","0","","","","",""
"346078","#REF!","434/1724","S Mathématiques","","0","-0.5","0","","","","",""
"377418","#REF!","468/1724","S Mathématiques","","0","0","0.5","","","","",""
"377422","#REF!","589/1724","S Mathématiques","","-0.5","0","0","","","","",""
"402039","#REF!","487/1724","S Mathématiques","","-1","0","0","","","","",""
"404202","#REF!","903/1724","S Mathématiques","","-0.5","-0.5","0","","","","",""
"410382","#REF!","511/1724","S Mathématiques","","-0.5","1","0","","","","",""
"418573","#REF!","838/1724","S Mathématiques","","-1","0","0","","","","",""
"424758","#REF!","1209/1724","S Mathématiques","","0","-0.5","0","","","","",""
"424781","#REF!","1157/1724","S Mathématiques","","-1","0","0","","","","",""
"450803","#REF!","969/1724","S Mathématiques","","-1","-0.5","0","","","","",""
"503556","#REF!","843/1724","S Mathématiques","","","","","","","","",""
"511220","#REF!","458/1724","S Mathématiques","","0","0.5","0","","","","",""
"519141","#REF!","899/1724","S Mathématiques","","-0.5","0","0","","","","",""
"519226","#REF!","658/1724","S Mathématiques","","-0.5","1","0","","","","",""
"524446","#REF!","779/1724","S Mathématiques","","0","-0.5","0","","","","",""
"534243","#REF!","946/1724","S Mathématiques","","-1","0","0","","","","",""
"539425","#REF!","705/1724","S Mathématiques","","-0.5","0.5","0","","","","",""
"558277","#REF!","739/1724","S Mathématiques","","-0.5","-0.5","0","","","","",""
"579431","#REF!","607/1724","S Mathématiques","","0","0.5","0","","","","",""
"599687","#REF!","444/1724","S Mathématiques","","-0.5","0","0","","","","",""
"619349","#REF!","730/1724","S Mathématiques","","-1","0","0","","","","",""
"632725","#REF!","1106/1724","S Mathématiques","","-0.5","0","0","","","","",""
"642836","#REF!","907/1724","S Mathématiques","","0","0.5","0","","","","",""
"654225","#REF!","663/1724","S Mathématiques","","-1","0","0","","","","",""
"656399","#REF!","424/1724","S Mathématiques","","-0.5","0.5","0","","","","",""
"672878","#REF!","793/1724","S Mathématiques","","0","0","0","","","","",""
"684681","#REF!","478/1724","S Mathématiques","","0.5","0","0.5","","","","",""
"688580","#REF!","728/1724","S Mathématiques","","0","0","0","","","","",""
"688917","#REF!","880/1724","S Mathématiques","","-2","0","0","","","","",""
"690521","#REF!","672/1724","S Mathématiques","","0.5","0","0","","","","",""
"690689","#REF!","660/1724","S Mathématiques","","0","-0.5","0","","","","",""
"691683","#REF!","422/1724","S Mathématiques","","0","-0.5","0","","","","",""
"706433","#REF!","478/1724","S Mathématiques","","-0.5","0.5","0","","","","",""
"721830","#REF!","735/1724","S Mathématiques","","0","-0.5","0","","","","",""
"721871","#REF!","517/1724","S Mathématiques","","0.5","0","0","","","","",""
"721939","#REF!","789/1724","S Mathématiques","","-0.5","-0.5","0","","","","",""
"727512","#REF!","822/1724","S Mathématiques","","-1","0","0","","","","",""
"727689","#REF!","466/1724","S Mathématiques","","0","0","0","","","","",""
"765375","#REF!","794/1724","S Mathématiques","","0","0","0","","","","",""
"765441","#REF!","748/1724","S Mathématiques","","0","-0.5","0","","","","",""
"815240","#REF!","493/1724","S Mathématiques","","0","0","0","","","","",""
"147185","#REF!","723/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"148640","#REF!","449/1724","S Physique-chimie  "," ","1","0.5","0","","","","",""
"157030","#REF!","671/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"171133","#REF!","658/1724","S Physique-chimie  "," ","1","1","0","","","","",""
"176444","#REF!","892/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"201110","#REF!","651/1724","S Physique-chimie  "," ","-1","0","0","","","","",""
"214347","#REF!","937/1724","S Physique-chimie  "," ","-3","-0.5","0","","","","",""
"214441","#REF!","1032/1724","S Physique-chimie  "," ","-3","0","0","","","","",""
"214524","#REF!","545/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"214553","#REF!","1179/1724","S Physique-chimie  "," ","-2","1","0","","","","",""
"214573","#REF!","1012/1724","S Physique-chimie  "," ","-1.5","0","0","","","","",""
"214676","#REF!","455/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"216473","#REF!","915/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"222562","#REF!","964/1724","S Physique-chimie  "," ","-1","-1","0","","","","",""
"222565","#REF!","837/1724","S Physique-chimie  "," ","2","-0.5","0","","","","",""
"241434","#REF!","1119/1724","S Physique-chimie  "," ","-0.5","0","0","","","","",""
"241442","#REF!","866/1724","S Physique-chimie  "," ","0.5","-0.5","0","x","","","",""
"241592","#REF!","471/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"247740","#REF!","1019/1724","S Physique-chimie  "," ","2","1","0","","","","",""
"251906","#REF!","547/1724","S Physique-chimie  "," ","1","0.5","0","","","","",""
"251953","#REF!","999/1724","S Physique-chimie  "," ","-0.5","-0.5","0","","","","",""
"263434","#REF!","899/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"267566","#REF!","591/1724","S Physique-chimie  "," ","-1","1","0","","","","",""
"269584","#REF!","685/1724","S Physique-chimie  "," ","0.5","-0.5","0","","","","",""
"269652","#REF!","602/1724","S Physique-chimie  "," ","0.5","-0.5","0","","","","",""
"271906","#REF!","723/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"285251","#REF!","685/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"331744","#REF!","639/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"332584","#REF!","1066/1724","S Physique-chimie  "," ","-0.5","0.5","0","","","","",""
"338877","#REF!","476/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"338945","#REF!","576/1724","S Physique-chimie  "," ","-2","-0.5","0","","","","",""
"356117","#REF!","882/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"375976","#REF!","1227/1724","S Physique-chimie  "," ","-0.5","1","0","","","","",""
"375986","#REF!","429/1724","S Physique-chimie  "," ","0.5","-0.5","0","","","","",""
"382376","#REF!","434/1724","S Physique-chimie  "," ","1","0.5","1","","","","",""
"404306","#REF!","680/1724","S Physique-chimie  "," ","0","-0.5","0","","","","",""
"407552","#REF!","441/1724","S Physique-chimie  "," ","1","-0.5","-1","","","","",""
"437859","#REF!","1059/1724","S Physique-chimie  "," ","-1","0","0","","","","",""
"451048","#REF!","785/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"454111","#REF!","962/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"509067","#REF!","1035/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"513135","#REF!","858/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"528639","#REF!","526/1724","S Physique-chimie  "," ","-1","0.5","0","","","","",""
"529070","#REF!","841/1724","S Physique-chimie  "," ","-0.5","0.5","0","","","","",""
"558247","#REF!","1076/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"565629","#REF!","627/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"576247","#REF!","1254/1724","S Physique-chimie  "," ","-1.5","-0.5","0","","","","",""
"576401","#REF!","935/1724","S Physique-chimie  "," ","0.5","-0.5","0","","","","",""
"579588","#REF!","1134/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"580232","#REF!","615/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"630305","#REF!","863/1724","S Physique-chimie  "," ","0","0.5","0","","","","",""
"636648","#REF!","1145/1724","S Physique-chimie  "," ","-1","-0.5","0","","","","",""
"636673","#REF!","879/1724","S Physique-chimie  "," ","-0.5","-0.5","0","","","","",""
"643799","#REF!","573/1724","S Physique-chimie  "," ","-0.5","0","0","","","","",""
"643897","#REF!","480/1724","S Physique-chimie  "," ","1","1","0","","","","",""
"662324","#REF!","801/1724","S Physique-chimie  "," ","0.5","0.5","0","","","","",""
"678015","#REF!","751/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"721762","#REF!","815/1724","S Physique-chimie  "," ","-0.5","0.5","0","","","","",""
"721952","#REF!","549/1724","S Physique-chimie  "," ","0.5","1","0","","","","",""
"731174","#REF!","490/1724","S Physique-chimie  "," ","1","-0.5","0","","","","",""
"791187","#REF!","761/1724","S Physique-chimie  "," ","-0.5","0.5","0","","","","",""
"815248","#REF!","499/1724","S Physique-chimie  "," ","0.5","-0.5","0","x","","","",""
"815294","#REF!","585/1724","S Physique-chimie  "," ","0.5","0.5","0","","","","",""
"1000373","#REF!","1042/1724","Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique","","-1","-0.5","","","","","",""
"1132478","#REF!","1112/1724","Sciences et Technologies de l'Industrie et du Développement Durable Système informatique et numérique","","-1","","","","","","",""
"1071174","#REF!","436/1724","Scientifique Informatique et Sciences du numérique","","","","1","","","","",""
"1011006","#REF!","718/1724","Scientifique Mathématiques","","","0.5","1","","","","",""
"1102250","#REF!","569/1724","Scientifique Mathématiques","","-2","","","","","","",""
"1144353","#REF!","756/1724","Scientifique Mathématiques","","","","","","","","",""
"1186792","#REF!","797/1724","Scientifique Mathématiques","","","-1","","","","","",""
"1130614","#REF!","1108/1724","Scientifique Pas de spécialité (S.I)","","-2","-0.5","","","","","",""
"1135215","#REF!","594/1724","Scientifique Pas de spécialité (S.I)","","1","","","","","","",""
"1163086","#REF!","756/1724","Scientifique Pas de spécialité (S.I)","","","","2","","","","",""
"1013028","#REF!","627/1724","Scientifique Physique-chimie","","","","","","","","",""
"1026820","#REF!","888/1724","Scientifique Physique-chimie","","-1","","","","","","",""
"1027134","#REF!","857/1724","Scientifique Physique-chimie","","-2","","","","","","",""
"1037886","#REF!","847/1724","Scientifique Physique-chimie","","-1","","","","","","",""
"1039513","#REF!","957/1724","Scientifique Physique-chimie","","","","","","","","",""
"1041266","#REF!","596/1724","Scientifique Physique-chimie","","-0.5","-0.5","","","","","",""
"1081872","#REF!","576/1724","Scientifique Physique-chimie","","0.5","","","","","","",""
"1091498","#REF!","952/1724","Scientifique Physique-chimie","","-1","-1","","","","","",""
"1140021","#REF!","756/1724","Scientifique Physique-chimie","","-1","","","","","","",""
"1189363","#REF!","736/1724","Scientifique Physique-chimie","","-1","","","","","","",""
"1191968","#REF!","720/1724","Scientifique Physique-chimie","","-1","","","","","","",""
"1027916","#REF!","638/1724","Scientifique Sciences de la vie et de la terre","","","","","","","","",""
"1030765","#REF!","1005/1724","Scientifique Sciences de la vie et de la terre","","","-0.5","","","","","",""
"1038415","#REF!","1010/1724","Scientifique Sciences de la vie et de la terre","","","-0.5","","","","","",""
"1069118","#REF!","479/1724","Scientifique Sciences de la vie et de la terre","","1","","","","","","",""
"1086352","#REF!","1001/1724","Scientifique Sciences de la vie et de la terre","","","-0.5","","","","","",""
"1103843","#REF!","422/1724","Scientifique Sciences de la vie et de la terre","","2","","","","","","",""
"1204566","#REF!","901/1724","Scientifique Sciences de la vie et de la terre","","","","","","","","",""
"1206028","#REF!","873/1724","Scientifique Sciences de la vie et de la terre","","","-1","","","","","",""
"1090010","#REF!","1080/1724","Sciences de la vie et de la terre Scientifique Sciences de la vie et de la terre","","","","","","","","",""
"144748","#REF!","983/1724","S Pas de spécialité (S.I)","","-0.5","","","","","","",""
"147622","#REF!","1069/1724","S Pas de spécialité (S.I)","","","0.5","","","","","",""
"152113","#REF!","447/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"176614","#REF!","1151/1724","S Pas de spécialité (S.I)","","","-0.5","","","","","",""
"181073","#REF!","550/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"202353","#REF!","1131/1724","S Pas de spécialité (S.I)","","-0.5","-0.5","","","","","",""
"202434","#REF!","1029/1724","S Pas de spécialité (S.I)","","","-1","","","","","",""
"276036","#REF!","598/1724","S Pas de spécialité (S.I)","","-1","","","","","","",""
"285102","#REF!","775/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"285166","#REF!","764/1724","S Pas de spécialité (S.I)","","1","","","","","","",""
"285306","#REF!","500/1724","S Pas de spécialité (S.I)","","0.5","","","","","","",""
"285316","#REF!","940/1724","S Pas de spécialité (S.I)","","-0.5","-0.5","","","","","",""
"285345","#REF!","1008/1724","S Pas de spécialité (S.I)","","-1","-0.5","","","","","",""
"434507","#REF!","946/1724","S Pas de spécialité (S.I)","","-1","","","","","","",""
"434675","#REF!","1049/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"434678","#REF!","1015/1724","S Pas de spécialité (S.I)","","-0.5","-1","","","","","",""
"434684","#REF!","1056/1724","S Pas de spécialité (S.I)","","-2","","","","","","",""
"438580","#REF!","517/1724","S Pas de spécialité (S.I)","","","0.5","","","","","",""
"485760","#REF!","854/1724","S Pas de spécialité (S.I)","","-0.5","-0.5","","","","","",""
"510761","#REF!","971/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"510905","#REF!","556/1724","S Pas de spécialité (S.I)","","1","","","","","","",""
"510993","#REF!","932/1724","S Pas de spécialité (S.I)","","","0.5","0.5","","","","",""
"527030","#REF!","1176/1724","S Pas de spécialité (S.I)","","","-2","","","","","",""
"574724","#REF!","866/1724","S Pas de spécialité (S.I)","","","","0.5","","","","",""
"636570","#REF!","1005/1724","S Pas de spécialité (S.I)","","-1","","","","","","",""
"691569","#REF!","996/1724","S Pas de spécialité (S.I)","","-0.5","","0.5","","","","",""
"721847","#REF!","586/1724","S Pas de spécialité (S.I)","","1","","","","","","",""
"734920","#REF!","495/1724","S Pas de spécialité (S.I)","","","","1","","","","",""
"735019","#REF!","476/1724","S Pas de spécialité (S.I)","","0.5","","","","","","",""
"778395","#REF!","671/1724","S Pas de spécialité (S.I)","","","","","","","","",""
"794653","#REF!","853/1724","S Pas de spécialité (S.I)","","","-0.5","","","","","",""
"163861","#REF!","531/1724","S Informatique et Sciences du numérique  "," ","1","0.5","0","","","","",""
"377651","#REF!","881/1724","S Informatique et Sciences du numérique  "," ","-1","0","-1","","","","",""
"377667","#REF!","705/1724","S Informatique et Sciences du numérique  "," ","-1","0","-1","","","","",""
"407223","#REF!","444/1724","S Informatique et Sciences du numérique  "," ","0","-1","0","","","","",""
"437308","#REF!","848/1724","S Informatique et Sciences du numérique  "," ","-1","-1","-1","","","","",""
"450735","#REF!","435/1724","S Informatique et Sciences du numérique  "," ","0","-1","0","","","","",""
"451200","#REF!","646/1724","S Informatique et Sciences du numérique  "," ","0","-1","0","x","","","",""
"508865","#REF!","691/1724","S Informatique et Sciences du numérique  "," ","0","-0.5","0","x","","","",""
"514774","#REF!","539/1724","S Informatique et Sciences du numérique  "," ","-1","0.5","0","x","","","",""
"515318","#REF!","484/1724","S Informatique et Sciences du numérique  "," ","-1","0","0","","","","",""
"565699","#REF!","424/1724","S Informatique et Sciences du numérique  "," ","0","-1","0","x","","","",""
"574727","#REF!","456/1724","S Informatique et Sciences du numérique  "," ","0.5","0","0","","","","",""
"580022","#REF!","700/1724","S Informatique et Sciences du numérique  "," ","-1","0.5","0","x","","","",""
"604561","#REF!","830/1724","S Informatique et Sciences du numérique  "," ","-1","0","-1","","","","",""
"604650","#REF!","476/1724","S Informatique et Sciences du numérique  "," ","-1","0","-1","","","","",""
"638954","#REF!","452/1724","S Informatique et Sciences du numérique  "," ","-1","0","0","x","","","",""
"651577","#REF!","671/1724","S Informatique et Sciences du numérique  "," ","-1","0","0","","","","",""
"668247","#REF!","705/1724","S Informatique et Sciences du numérique  "," ","-1.5","-0.5","-1","","","","",""
"688734","#REF!","427/1724","S Informatique et Sciences du numérique  "," ","1","0","0","","","","",""
"688836","#REF!","565/1724","S Informatique et Sciences du numérique  "," ","-2","0","0","","","","",""
"699078","#REF!","731/1724","S Informatique et Sciences du numérique  "," ","-1","-1","-1","","","","",""
"713611","#REF!","584/1724","S Informatique et Sciences du numérique  "," ","-1","0","0","x","","","",""
"713652","#REF!","526/1724","S Informatique et Sciences du numérique  "," ","-0.5","0","0","","","","",""
"727726","#REF!","611/1724","S Informatique et Sciences du numérique  "," ","-1","-1","0","","","","",""
"730951","#REF!","1206/1724","S Informatique et Sciences du numérique  "," ","-2","0","-1","","","","",""
"781462","#REF!","667/1724","S Informatique et Sciences du numérique  "," ","-1","0","-1","","","","",""
"214463","#REF!","795/1724","S Physique-chimie  "," ","-1","-0.5","0","x","","","",""
"241368","#REF!","1070/1724","S Physique-chimie  "," ","-1","-1","","","","","",""
"241501","#REF!","1194/1724","S Physique-chimie  "," ","-1","-1","0","","","","",""
"251919","#REF!","714/1724","S Physique-chimie  "," ","0","0","0","","","","",""
"269256","#REF!","811/1724","S Physique-chimie  "," ","-1","-1","-1","","","","",""
"276060","#REF!","1112/1724","S Physique-chimie  "," ","-1","-1","-2","","","","",""
"298299","#REF!","775/1724","S Physique-chimie  "," ","0","0","0","","","","",""
"338899","#REF!","624/1724","S Physique-chimie  "," ","0.5","0","0","","","","",""
"424684","#REF!","832/1724","S Physique-chimie  "," ","-1","0","-1","","","","",""
"424777","#REF!","654/1724","S Physique-chimie  "," ","-1","0","0","","","","",""
"437932","#REF!","935/1724","S Physique-chimie  "," ","-1","0.5","-1","","","","",""
"519270","#REF!","471/1724","S Physique-chimie  "," ","0","0","0","","","","",""
"524513","#REF!","835/1724","S Physique-chimie  "," ","0.5","-0.5","0","x","","","",""
"579672","#REF!","526/1724","S Physique-chimie  "," ","0","-0.5","0","","","","",""
"643830","#REF!","484/1724","S Physique-chimie  "," ","-1","0","0","","","","",""
"654257","#REF!","654/1724","S Physique-chimie  "," ","0","0","0","","","","",""
"691706","#REF!","455/1724","S Physique-chimie  "," ","0","0","0","","","","",""
"699922","#REF!","609/1724","S Physique-chimie  "," ","0","-0.5","0","","","","",""
"699925","#REF!","1146/1724","S Physique-chimie  "," ","-1","-0.5","-1","","","","",""
"727780","#REF!","534/1724","S Physique-chimie  "," ","1","-0.5","1","","","","",""
"731067","#REF!","427/1724","S Physique-chimie  "," ","1","0","0","","","","",""
"163849","#REF!","989/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"170855","#REF!","603/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"171132","#REF!","673/1724","S Sciences de la vie et de la terre  "," ","1.5","0.5","0","","","","",""
"171155","#REF!","1219/1724","S Sciences de la vie et de la terre  "," ","-0.5","-0.5","0","","","","",""
"192540","#REF!","1123/1724","S Sciences de la vie et de la terre  "," ","-1","0","0","","","","",""
"214386","#REF!","728/1724","S Sciences de la vie et de la terre  "," ","1.5","1","0","","","","",""
"214523","#REF!","845/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"222582","#REF!","1144/1724","S Sciences de la vie et de la terre  "," ","1","0","-1","x","","","",""
"241315","#REF!","1141/1724","S Sciences de la vie et de la terre  "," ","-1","0","-1","x","","","",""
"242494","#REF!","1042/1724","S Sciences de la vie et de la terre  "," ","-1","0","-1","x","","","",""
"247786","#REF!","837/1724","S Sciences de la vie et de la terre  "," ","-1","-0.5","0","","","","",""
"253166","#REF!","904/1724","S Sciences de la vie et de la terre  "," ","-1","-0.5","0","","","","",""
"268319","#REF!","757/1724","S Sciences de la vie et de la terre  "," ","0","0.5","0","","x","","",""
"269316","#REF!","950/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","-1","x","","","",""
"269670","#REF!","926/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"285332","#REF!","804/1724","S Sciences de la vie et de la terre  "," ","1","-1","0","","","","",""
"304836","#REF!","461/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","0","","","","",""
"304963","#REF!","923/1724","S Sciences de la vie et de la terre  "," ","1","0","0","x","","","",""
"311393","#REF!","920/1724","S Sciences de la vie et de la terre  "," ","1","1","0","","","","",""
"331471","#REF!","993/1724","S Sciences de la vie et de la terre  "," ","0","0","0","","","","",""
"368003","#REF!","910/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","0","","","","",""
"410911","#REF!","1038/1724","S Sciences de la vie et de la terre  "," ","-1","0.5","-1","x","x","","",""
"433310","#REF!","853/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"433370","#REF!","978/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","x","","","",""
"433386","#REF!","685/1724","S Sciences de la vie et de la terre  "," ","1.5","0","0","","","","",""
"446962","#REF!","875/1724","S Sciences de la vie et de la terre  "," ","1","0","-1","x","","","",""
"451129","#REF!","505/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","0","","","","",""
"466628","#REF!","749/1724","S Sciences de la vie et de la terre  "," ","0","0.5","0","","","","",""
"503031","#REF!","446/1724","S Sciences de la vie et de la terre  "," ","1","1","0","","","","",""
"528466","#REF!","654/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"528512","#REF!","1138/1724","S Sciences de la vie et de la terre  "," ","-1","1","-1","x","","","",""
"528516","#REF!","1172/1724","S Sciences de la vie et de la terre  "," ","-1","0.5","-1","x","","","",""
"528526","#REF!","1213/1724","S Sciences de la vie et de la terre  "," ","-3","0.5","-1","","","","",""
"528551","#REF!","907/1724","S Sciences de la vie et de la terre  "," ","1","0","-1","x","","","",""
"528790","#REF!","824/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"534114","#REF!","502/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"534163","#REF!","764/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"545175","#REF!","1065/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"554055","#REF!","771/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"565693","#REF!","899/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"576085","#REF!","1126/1724","S Sciences de la vie et de la terre  "," ","1","1","0","","","","",""
"576396","#REF!","993/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","-1","x","","","",""
"579311","#REF!","781/1724","S Sciences de la vie et de la terre  "," ","0","0.5","0","x","","","",""
"579403","#REF!","937/1724","S Sciences de la vie et de la terre  "," ","1","1","-1","x","","","",""
"579423","#REF!","1093/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"579474","#REF!","656/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","0","","","","",""
"590453","#REF!","1027/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"609916","#REF!","851/1724","S Sciences de la vie et de la terre  "," ","1","0","0","","","","",""
"610595","#REF!","647/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"638270","#REF!","615/1724","S Sciences de la vie et de la terre  "," ","1","-0.5","0","","","","",""
"638505","#REF!","1069/1724","S Sciences de la vie et de la terre  "," ","-2","-0.5","-1","x","","","",""
"643896","#REF!","680/1724","S Sciences de la vie et de la terre  "," ","1","1","0","","","","",""
"677001","#REF!","709/1724","S Sciences de la vie et de la terre  "," ","-1","-0.5","0","","","","",""
"677060","#REF!","1131/1724","S Sciences de la vie et de la terre  "," ","1","0.5","-1","x","","","",""
"709778","#REF!","1021/1724","S Sciences de la vie et de la terre  "," ","1","1","-1","x","","","",""
"724929","#REF!","965/1724","S Sciences de la vie et de la terre  "," ","1","0.5","0","","","","",""
"765372","#REF!","766/1724","S Sciences de la vie et de la terre  "," ","1","0","-1","x","","","",""
"765447","#REF!","715/1724","S Sciences de la vie et de la terre  "," ","1.5","0","0","","","","",""
"765504","#REF!","1129/1724","S Sciences de la vie et de la terre  "," ","1.5","0","-1","x","","","",""
"765518","#REF!","548/1724","S Sciences de la vie et de la terre  "," ","1.5","0.5","-1","x","","","",""
